#"Step","Potential Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
10500,-276771.1728515625,312.57183179165276,274
10600,-276835.2666015625,310.8229261998692,274
10700,-277150.7099609375,314.0863287367694,274
10800,-277349.9765625,311.37893598030485,274
10900,-277392.251953125,309.7268118677698,274
11000,-277710.5185546875,312.63403851303497,274
11100,-277184.73828125,309.1206162351091,274
11200,-276817.2001953125,308.3107786086621,274
11300,-277281.4423828125,311.8721378096953,274
11400,-278275.33984375,317.4715239870356,274
11500,-278058.46484375,313.8502620700204,274
11600,-277193.16796875,311.3684509458953,274
11700,-276553.0908203125,307.5989367328579,274
11800,-276915.443359375,309.9656319239905,274
11900,-276885.486328125,307.23162157188966,274
12000,-277149.7451171875,308.19416724981016,274
12100,-277381.076171875,314.49892801672223,274
12200,-277353.62109375,313.46059563990246,274
12300,-276939.84375,309.74086199659854,274
12400,-276547.115234375,310.96253567932814,274
12500,-276815.5302734375,314.4128021173375,274
12600,-277245.76171875,315.3028346865282,274
12700,-277165.9892578125,311.60618552709104,274
12800,-277084.99609375,308.2237844375868,274
12900,-277376.6728515625,311.0174750568376,274
13000,-277238.3076171875,309.12729227401644,274
13100,-277861.5498046875,312.7216458969346,273
13200,-277041.77734375,306.6011129133126,273
13300,-277824.79296875,310.55676371053806,273
13400,-278106.86328125,310.8766534813319,273
13500,-277553.2939453125,309.807604465663,273
13600,-277372.42578125,308.35330775435403,273
13700,-277155.908203125,308.5166267626325,273
13800,-277647.9140625,311.0218837130008,273
13900,-277136.7626953125,308.8929460866961,273
14000,-277285.2939453125,307.06980114979746,273
14100,-277682.263671875,311.05172687807544,273
14200,-277134.5888671875,308.7489175147827,273
14300,-276518.3056640625,307.68691114453856,273
14400,-276956.373046875,310.4542684312108,273
14500,-277006.5439453125,308.02488348052395,273
14600,-277146.802734375,309.04784597679554,273
14700,-277283.1826171875,308.87084441164654,273
14800,-277271.9716796875,311.22287921101,273
14900,-276859.7666015625,306.6491046256279,273
15000,-277430.03125,310.5000544808647,273
15100,-277732.7451171875,312.1091088114948,273
15200,-277544.9404296875,310.9388376893277,273
15300,-277071.8701171875,308.8008984445746,273
15400,-277097.638671875,309.0661916727248,273
15500,-277815.1962890625,312.4167413662851,273
15600,-277466.935546875,313.9160981348314,273
15700,-277314.4013671875,314.4428132145862,273
15800,-276651.7490234375,306.3224773551436,273
15900,-276771.6357421875,306.0355763175412,273
16000,-277602.51171875,309.212230273032,273
16100,-277722.9736328125,307.0234583458098,273
16200,-278152.2958984375,308.3413491846629,273
16300,-278272.595703125,311.57078751336167,273
16400,-277265.9990234375,306.3637615355148,273
16500,-277242.6669921875,306.60491085711215,273
16600,-277614.4892578125,310.84164013406223,273
16700,-277564.2685546875,311.7986505941615,273
16800,-277796.443359375,314.3009342531108,273
16900,-277249.349609375,310.2577228171582,273
17000,-277270.9033203125,311.29863289507006,273
17100,-277786.4189453125,312.85957927592284,273
17200,-277802.8876953125,311.11633524071664,273
17300,-277514.921875,310.30079095328466,273
17400,-278006.36328125,313.8264230758973,273
17500,-277967.5625,312.3696455737916,273
17600,-277318.6572265625,311.26367237725253,273
17700,-277425.109375,310.36749467817805,273
17800,-277566.6767578125,311.6293996552317,273
17900,-277914.65625,312.4397043264959,273
18000,-277355.609375,308.21426342284275,273
18100,-277550.712890625,311.65247985220003,273
18200,-277026.8125,306.3761180182871,273
18300,-277359.533203125,312.04447154395797,273
18400,-277114.6181640625,309.16455142244683,273
18500,-277448.90625,312.17224990220143,273
18600,-277763.669921875,308.0720196971483,273
18700,-277438.5087890625,306.9908439803252,273
18800,-277684.41015625,305.239417714996,273
18900,-277305.240234375,305.18708883350325,273
19000,-277626.9736328125,308.65232827007617,273
19100,-277852.9755859375,310.0859515736449,273
19200,-278037.6171875,308.4707174207425,273
19300,-277749.63671875,308.68724851848515,273
19400,-277922.2724609375,310.2973286667083,273
19500,-277990.07421875,309.7440686664908,273
19600,-277524.09375,309.9519207679898,273
19700,-277838.9453125,312.149206655746,273
19800,-277657.298828125,308.70198098434014,273
19900,-277791.4638671875,311.52809422017083,273
20000,-278029.36328125,315.28322477860206,273
20100,-277339.876953125,309.25493190607136,272
20200,-278474.2431640625,315.18999161453064,272
20300,-278116.8076171875,313.12707482685994,272
20400,-277821.9755859375,311.0008442254913,272
20500,-277797.798828125,308.32825313903885,272
20600,-278444.2783203125,313.1755916320353,272
20700,-277229.1416015625,307.2253402660926,272
20800,-277464.7509765625,310.40894207956956,272
20900,-277302.0244140625,306.9195844092824,272
21000,-278146.181640625,310.1861599350152,272
21100,-278098.0791015625,306.0652913438496,272
21200,-278659.8076171875,308.54355224747263,272
21300,-278276.181640625,306.01716224248787,272
21400,-278351.1669921875,309.5565891540651,272
21500,-277904.482421875,306.71569610403776,272
21600,-278130.4853515625,306.90261736055567,272
21700,-278685.5751953125,311.7871114386936,272
21800,-278244.001953125,310.2909652189098,272
21900,-278151.0263671875,308.79506575002665,272
22000,-277766.6708984375,305.6446175890691,272
22100,-278155.63671875,306.74022893409904,272
22200,-278535.10546875,308.8091746120623,272
22300,-278524.927734375,308.0610024006932,272
22400,-277617.123046875,306.27401747122275,272
22500,-277831.099609375,310.7035232112044,272
22600,-277621.2939453125,307.1091859927434,272
22700,-277855.017578125,309.455678724776,272
22800,-277687.2685546875,310.4274110189848,272
22900,-277856.4501953125,315.47319700919564,272
23000,-277226.978515625,310.936550505792,272
23100,-276857.7978515625,310.1941424562694,272
23200,-277781.42578125,312.61189782994876,272
23300,-277091.060546875,306.6773332109351,272
23400,-277691.146484375,309.1926145351221,272
23500,-277989.6806640625,311.4169789024492,272
23600,-277939.2744140625,308.0405831878403,272
23700,-278375.490234375,311.31101124651025,272
23800,-278512.921875,309.4967350438465,272
23900,-277684.7392578125,307.63557683346426,272
24000,-278265.904296875,312.953323039742,272
24100,-277490.7685546875,306.148442472985,272
24200,-277683.9775390625,308.13186236715393,272
24300,-278090.26171875,311.94054249702214,272
24400,-278200.619140625,311.36274814791966,272
24500,-278105.8310546875,310.16608333802003,272
24600,-278218.482421875,312.2092106341295,272
24700,-278419.2626953125,309.86881213398226,272
24800,-278125.2822265625,307.19327441205616,272
24900,-278227.8662109375,307.3381472412189,272
25000,-277889.82421875,306.416408139561,272
25100,-277961.0107421875,306.5797370035728,272
25200,-278282.388671875,309.1252857097779,272
25300,-277924.3603515625,307.7410027289514,272
25400,-278505.6767578125,312.7114694330911,272
25500,-278143.3994140625,308.88292161120654,272
25600,-278363.3671875,312.0577699600527,272
25700,-277985.2216796875,306.14476396271266,272
25800,-278536.1904296875,309.97647297389705,272
25900,-278341.23046875,307.3577174670407,272
26000,-278704.5068359375,307.4905756679101,272
26100,-278668.333984375,308.03287239671386,272
26200,-278795.875,309.0128739688207,272
26300,-278419.669921875,307.2092857099836,272
26400,-278767.244140625,309.9991735356219,272
26500,-278808.2314453125,310.6102131906591,272
26600,-278327.7138671875,311.37758375764656,272
26700,-278330.90234375,308.63520778128265,272
26800,-277799.8017578125,308.6040285162247,272
26900,-278645.1328125,313.25702951225406,272
27000,-278027.5419921875,310.29671056291085,272
27100,-278378.3974609375,310.3453410639018,272
27200,-277953.103515625,304.88533352094646,271
27300,-277735.470703125,306.49436528853056,271
27400,-278084.521484375,308.91016263309984,271
27500,-278383.87890625,308.09146896695967,271
27600,-278660.0654296875,310.3527238765922,271
27700,-277979.158203125,306.7715624483425,271
27800,-278333.865234375,305.94689388856676,271
27900,-278104.8984375,309.0530980278003,271
28000,-277677.3564453125,307.39465059442955,271
28100,-277627.6005859375,307.97216216542273,271
28200,-277102.3203125,307.1164030754685,271
28300,-277630.4619140625,310.3042995367788,271
28400,-277760.4794921875,311.4293785544783,271
28500,-277305.953125,305.95816515123937,271
28600,-277956.13671875,315.3138657961122,271
28700,-277201.615234375,308.1413876793235,271
28800,-277115.1337890625,308.445443016089,271
28900,-277892.89453125,310.80484932564445,271
29000,-277533.6083984375,309.51332354722103,271
29100,-277600.0859375,308.822744606065,271
29200,-277126.4248046875,305.99371517237597,271
29300,-277831.6953125,311.03182319179336,271
29400,-277787.4365234375,309.24585129568874,271
29500,-278218.5302734375,312.4311800519777,271
29600,-278589.638671875,312.9369709873463,271
29700,-278485.775390625,312.44783818845093,271
29800,-278070.56640625,307.5270522456878,271
29900,-277866.9951171875,307.5413793039312,271
30000,-277644.8583984375,306.56122428246226,271
30100,-278332.9873046875,308.44360082650763,271
30200,-278555.3369140625,308.92817939807486,271
30300,-278115.3125,308.71011107101924,271
30400,-277926.80859375,305.4169083989291,271
30500,-278397.0107421875,309.43988627578545,271
30600,-278036.2822265625,312.2578934294458,271
30700,-277236.388671875,311.48463503612015,271
30800,-277566.58984375,309.74955786789496,271
30900,-277817.576171875,310.13238780041513,271
31000,-277521.654296875,306.26524178298087,271
31100,-277917.576171875,306.28789304723045,271
31200,-278056.0322265625,311.19764332196434,271
31300,-277770.3427734375,308.02435210161343,271
31400,-278279.623046875,311.06632287078804,271
31500,-278271.2939453125,313.25240921322813,271
31600,-277701.623046875,309.37093767850456,271
31700,-277839.0341796875,308.1765289675144,271
31800,-278353.490234375,310.4503697769154,271
31900,-278078.275390625,305.405648690126,271
32000,-278347.20703125,308.95942471504225,271
32100,-277475.11328125,307.2526493389048,271
32200,-277637.681640625,309.77112936520655,271
32300,-278087.0068359375,310.04054141654717,271
32400,-277751.1318359375,307.19074182177553,271
32500,-277981.0458984375,311.1541386349077,271
32600,-277760.408203125,308.32249464566206,271
32700,-278270.9052734375,312.7237989739112,271
32800,-277221.2041015625,306.09777643464696,271
32900,-276904.140625,306.70961151895233,271
33000,-277429.9345703125,310.3056826775709,271
33100,-277222.72265625,312.48159250728963,271
33200,-276485.080078125,308.4592964719708,271
33300,-276673.158203125,311.75336058825116,271
33400,-276816.732421875,311.1572752537631,271
33500,-277118.888671875,311.1655772718373,271
33600,-276922.6083984375,311.54979214788506,271
33700,-276916.3603515625,311.16020954349165,271
33800,-277322.201171875,310.10114456117356,271
33900,-277840.2255859375,311.0983614983124,271
34000,-277464.958984375,308.44004382077674,271
34100,-277162.1298828125,307.17943008450806,271
34200,-277557.716796875,312.15735895626807,271
34300,-277053.1181640625,312.9702317098362,271
34400,-277079.7373046875,312.52953528438854,271
34500,-276600.4404296875,309.3941396250135,271
34600,-277184.77734375,311.37962568587506,271
34700,-277439.3447265625,311.41196330072415,271
34800,-277542.0751953125,306.3395008722454,271
34900,-277929.822265625,308.99384457814597,271
35000,-278293.646484375,308.60551364140923,271
35100,-278185.1357421875,307.6525045932851,271
35200,-277967.6259765625,305.3187710335904,271
35300,-277858.0869140625,307.19051672012364,271
35400,-278375.6748046875,311.7665634707636,271
35500,-277849.91015625,308.1283877806873,271
35600,-278015.0390625,307.28722563930904,271
35700,-278599.791015625,310.9155222545539,271
35800,-278606.6640625,313.5211786895346,271
35900,-278096.263671875,309.39466640581963,271
36000,-278256.9384765625,310.3713700945422,271
36100,-278747.1171875,311.5424582631812,271
36200,-278244.98828125,310.6759977459262,271
36300,-277723.1826171875,305.8091431243152,271
36400,-278315.330078125,309.66688477790876,271
36500,-277689.177734375,308.82981152996257,271
36600,-277586.21484375,308.0366787668294,271
36700,-277543.201171875,307.30284798007807,271
36800,-277246.55859375,310.6359700308965,271
36900,-277547.6220703125,312.6156371133554,271
37000,-277346.794921875,308.5601052819169,271
37100,-277794.36328125,310.0012211817223,271
37200,-277662.4873046875,305.2307855706611,271
37300,-277856.9248046875,311.45085632914817,271
37400,-277485.0654296875,305.56758615949167,271
37500,-278074.861328125,310.36707251034187,271
37600,-277500.9599609375,306.9804474679828,271
37700,-278129.18359375,312.27198556897406,271
37800,-277600.86328125,310.47627246612046,271
37900,-277914.8798828125,310.9428128119045,271
38000,-277348.4873046875,311.1863916145328,271
38100,-277345.328125,312.40640167103135,271
38200,-276909.2548828125,312.4100702786301,270
38300,-276757.921875,311.3894269412107,271
38400,-276885.4072265625,309.59652544987165,271
38500,-277523.8623046875,315.17828818341434,271
38600,-277298.83203125,313.4441222921837,271
38700,-277627.017578125,316.71639707151985,271
38800,-277188.28125,311.07404659841876,271
38900,-277834.318359375,315.52330133995565,271
39000,-277450.09375,311.34986159668586,271
39100,-277699.2216796875,310.68280734318233,271
39200,-277537.1611328125,308.7181528394265,271
39300,-277597.962890625,309.51666988027563,271
39400,-277854.04296875,313.62448196869383,271
39500,-277376.783203125,309.0311369407554,271
39600,-277539.0537109375,311.7941866856839,271
39700,-277591.6640625,313.5425690865744,271
39800,-277499.955078125,310.4430454845543,271
39900,-277683.4658203125,309.4485467520393,271
40000,-278053.6064453125,309.9653053375903,271
40100,-277813.916015625,308.6666044199482,271
40200,-278536.0380859375,309.62952007467817,270
40300,-278648.25,311.4165166898813,271
40400,-278380.15625,309.75932764418036,270
40500,-278477.1279296875,310.20447990794264,270
40600,-278480.7431640625,308.088879773122,270
40700,-278427.341796875,308.33599380621325,270
40800,-279044.5771484375,308.7417227672682,270
40900,-277947.685546875,304.4004710121135,270
41000,-278166.0322265625,304.4487939567972,270
41100,-278255.1328125,308.8951287916685,270
41200,-278115.7138671875,309.52051935289836,270
41300,-278577.36328125,313.8374993090951,270
41400,-277609.029296875,308.2648078022107,270
41500,-277610.6708984375,308.016213543098,270
41600,-277606.5625,309.3548534807344,270
41700,-277714.8984375,312.7193655564871,270
41800,-277832.8544921875,312.2575079442279,270
41900,-277875.220703125,309.9230261740021,270
42000,-277772.9248046875,310.97256587246744,270
42100,-277294.07421875,309.80268505202343,270
42200,-277526.9482421875,309.4246810645518,270
42300,-277778.9501953125,311.2277149473905,270
42400,-277050.6904296875,306.7950755542944,270
42500,-278299.6474609375,309.29115327657166,270
42600,-278168.263671875,309.5214994896142,270
42700,-278233.576171875,309.18245673070226,270
42800,-277958.9541015625,309.4425830640908,270
42900,-277826.9296875,312.0207456700551,270
43000,-277327.9892578125,308.2164706853571,270
43100,-277572.3935546875,310.8445044448582,270
43200,-276873.248046875,306.5030649103105,270
43300,-277652.0703125,308.87885390203814,270
43400,-277226.212890625,309.39433895220884,270
43500,-277193.15234375,307.65288970846893,270
43600,-277270.068359375,309.9225894051284,270
43700,-277266.021484375,310.12217521476464,270
43800,-277310.98828125,310.9717429717127,270
43900,-278052.4755859375,311.39810577679975,270
44000,-277507.599609375,308.36815128985023,270
44100,-276750.4814453125,304.6572576948699,270
44200,-277719.7568359375,310.83383705946534,270
44300,-277338.71484375,306.225123929745,270
44400,-277451.8662109375,308.946522329497,270
44500,-277473.5556640625,310.59555620636377,270
44600,-277370.33984375,306.38342715297176,270
44700,-277443.98046875,308.7024111155322,270
44800,-277437.5537109375,310.03751927398395,270
44900,-277034.1923828125,307.72918812990207,270
45000,-277856.0234375,310.8582319813362,270
45100,-278250.5556640625,311.30603905940853,270
45200,-277848.1162109375,307.1499697327291,270
45300,-278128.005859375,308.4713156297785,270
45400,-278110.98828125,307.7638658936765,270
45500,-278556.7216796875,309.5943446313219,270
45600,-277987.578125,305.9932649049123,270
45700,-278359.861328125,310.6092616013897,270
45800,-277937.333984375,309.68602083658635,270
45900,-277310.0107421875,305.18786373738243,270
46000,-277996.1328125,310.6734093495999,270
46100,-277462.703125,307.2962538948618,270
46200,-278065.240234375,310.9613438664362,270
46300,-278014.3828125,311.3551609550733,270
46400,-278031.3466796875,309.73134826310684,270
46500,-277699.7177734375,309.5349399574692,270
46600,-277423.759765625,309.76035900957197,270
46700,-277510.17578125,311.0662080665784,270
46800,-276854.6396484375,310.63344748380047,270
46900,-277361.396484375,312.48422943791286,270
47000,-277118.6572265625,312.7659608862781,270
47100,-276919.236328125,312.01581583568833,270
47200,-276994.470703125,311.4986526131207,270
47300,-277129.8173828125,309.85005998663104,270
47400,-276528.796875,308.90134330517793,270
47500,-276977.6728515625,310.3026621399809,270
47600,-277211.447265625,311.0974945050757,270
47700,-276893.8876953125,308.75509419976265,270
47800,-277191.419921875,314.1602108629715,270
47900,-276976.0966796875,311.06607156488525,270
48000,-277284.5654296875,311.25396493468804,270
48100,-277027.1953125,308.89341026865344,270
48200,-277572.794921875,310.19221450468547,270
48300,-277572.67578125,310.84360071453835,270
48400,-277276.146484375,308.28320482190253,270
48500,-277629.689453125,311.4061336257519,270
48600,-277650.794921875,308.12667571401585,270
48700,-277815.9833984375,307.268447558874,270
48800,-277619.6318359375,305.61523060971746,270
48900,-277867.609375,306.1455663394005,270
49000,-277651.5615234375,304.7010225274741,270
49100,-278143.7822265625,309.1020421271296,270
49200,-277932.7861328125,310.19606160536165,270
49300,-277528.462890625,308.1639168554086,270
49400,-277616.044921875,308.716706770308,270
49500,-277582.7177734375,309.1071613051712,270
49600,-277401.6943359375,306.98169920565675,270
49700,-277319.623046875,304.13576266270957,270
49800,-278165.2744140625,305.41425136930525,270
49900,-278633.814453125,309.9585671795386,270
50000,-278210.0927734375,307.4559911707972,270
50100,-278376.6015625,309.6734966418804,270
50200,-277727.2021484375,307.317035484497,270
50300,-277589.7666015625,309.8791589059253,270
50400,-277715.712890625,310.78307606028966,270
50500,-277956.0576171875,312.31544143717275,270
50600,-277902.1845703125,313.3497726579042,270
50700,-277232.2333984375,308.07212422714014,270
50800,-277762.8203125,309.8583511513778,270
50900,-277918.7841796875,312.2343903299509,270
51000,-277909.6923828125,310.576556148694,270
51100,-278052.25390625,311.2370192696629,270
51200,-278017.1279296875,309.25504670543035,270
51300,-277551.330078125,307.6489331447531,270
51400,-277227.09375,304.989810034271,270
51500,-278090.2578125,307.2380470320403,270
51600,-278419.6708984375,312.9883488500887,270
51700,-277762.0673828125,308.697527307369,270
51800,-278323.05078125,312.1996883981052,270
51900,-278228.4169921875,312.3054371784725,270
52000,-278244.44921875,309.6274031372912,270
52100,-277879.9677734375,309.2609030235369,270
52200,-277947.3994140625,309.738745613223,270
52300,-278004.423828125,313.0212430519786,270
52400,-277611.1513671875,312.5548276657954,270
52500,-277700.671875,312.2766731858754,270
52600,-277603.9990234375,310.61389575596434,270
52700,-277606.5849609375,308.0781320979466,270
52800,-277771.5517578125,313.29809794926535,270
52900,-277476.6259765625,313.65141937325257,270
53000,-277053.380859375,312.46111363925235,270
53100,-277014.0283203125,315.97024696509766,270
53200,-276653.6943359375,311.186073398926,270
53300,-276807.189453125,314.7703279156329,270
53400,-276725.3896484375,314.2333867122992,270
53500,-277041.39453125,313.3051131369425,270
53600,-277046.15234375,313.29904733054786,270
53700,-276816.3017578125,312.831265241407,270
53800,-277295.72265625,315.3164540488708,270
53900,-276963.64453125,310.22141779853945,270
54000,-278006.7802734375,314.29275047349506,270
54100,-277151.1396484375,308.22659060553354,270
54200,-277490.46875,310.0141644583634,270
54300,-277815.5546875,310.36099931423547,270
54400,-277898.564453125,309.0129172953199,270
54500,-277990.541015625,308.3477756267384,270
54600,-277570.96484375,307.5743946761693,270
54700,-277687.1142578125,308.33150947656617,270
54800,-277035.681640625,305.6060908343956,269
54900,-277466.26953125,308.7252870560101,269
55000,-277335.1318359375,308.81353092829136,269
55100,-278054.5048828125,310.35914215056965,269
55200,-278038.6162109375,309.9585586539475,269
55300,-277946.33203125,309.34231869309,269
55400,-277680.078125,310.6338553977419,269
55500,-277262.3095703125,310.9808479996425,269
55600,-277143.2080078125,309.59266415312555,269
55700,-277672.3359375,314.103856252944,269
55800,-276919.556640625,308.6511944207492,269
55900,-277729.2890625,312.42563249000153,269
56000,-277512.9169921875,312.7207293494911,269
56100,-277299.4931640625,310.74979061625567,269
56200,-277807.970703125,313.79083115462305,269
56300,-277664.85546875,308.8796907792746,269
56400,-278234.5166015625,310.2431055508708,269
56500,-277873.9169921875,309.69285611198194,269
56600,-277862.373046875,311.3569942278817,269
56700,-277805.2138671875,306.9573351817504,269
56800,-278677.74609375,311.8656380383876,269
56900,-278313.9873046875,308.94439360232565,269
57000,-278422.0732421875,307.9716904980973,269
57100,-279123.751953125,311.07109205312884,269
57200,-278281.4560546875,306.04782940690217,269
57300,-278462.1708984375,306.6309706809357,269
57400,-278641.7451171875,307.20869807284885,269
57500,-278791.501953125,309.54443324366514,269
57600,-278795.0712890625,312.1340555840256,269
57700,-278035.7490234375,308.22820176662634,269
57800,-278491.2392578125,311.92757437590456,269
57900,-277703.2275390625,306.9929529315279,269
58000,-278293.134765625,310.8996982425281,269
58100,-278294.701171875,311.3455027307524,269
58200,-278206.419921875,311.7404282824707,269
58300,-277500.8671875,306.8090376464628,269
58400,-277840.3564453125,309.6707061239478,269
58500,-277664.8984375,306.87005970833775,269
58600,-278236.0009765625,307.569828371999,269
58700,-278338.2138671875,310.6369135091669,269
58800,-277966.9833984375,311.41069268602564,269
58900,-278040.111328125,310.26972450007054,269
59000,-278527.1796875,310.24783905775234,269
59100,-278057.6416015625,310.1066446644437,269
59200,-277508.0263671875,310.16189417186644,269
59300,-277527.7646484375,310.7124926108947,269
59400,-277083.2490234375,310.0022733038788,269
59500,-277309.4853515625,312.99987220124757,269
59600,-277386.94921875,312.487972939078,269
59700,-277564.4462890625,311.7254865096078,269
59800,-278168.3037109375,313.89358909532785,269
59900,-277749.4990234375,308.708634532182,269
60000,-277359.7841796875,305.0879606000175,269
60100,-277717.38671875,313.0544330160469,269
60200,-277202.7568359375,307.1176926253321,269
60300,-278112.60546875,311.88500115269306,269
60400,-278139.875,310.1897523178766,269
60500,-278468.77734375,311.72067744728935,269
60600,-278544.630859375,312.99167106778793,269
60700,-277720.9384765625,308.65305046572047,269
60800,-278266.7724609375,311.0298453531009,269
60900,-278037.6748046875,308.71974671920077,269
61000,-278245.7275390625,311.960078994164,269
61100,-277853.458984375,309.0777529529906,269
61200,-277659.5791015625,308.35306427580883,269
61300,-277931.353515625,307.9230700674446,269
61400,-278266.3720703125,311.33643052176143,269
61500,-278329.21484375,310.9610770523442,269
61600,-278025.16796875,307.2870317632534,269
61700,-278009.65625,307.4263317435213,269
61800,-278088.1728515625,310.02493254484426,269
61900,-278453.427734375,312.19323425355725,269
62000,-278291.203125,312.032780690276,269
62100,-278267.810546875,313.20417997292486,269
62200,-277865.28515625,309.491131105137,269
62300,-277726.87109375,308.6041008874384,269
62400,-277853.4140625,309.2062953765983,269
62500,-277874.5087890625,310.0108871909453,269
62600,-277921.978515625,309.5599656648389,269
62700,-278023.3486328125,310.65111326252077,269
62800,-277970.869140625,311.2486362842497,269
62900,-277696.40234375,309.013424185772,269
63000,-277904.7021484375,309.06206657741546,269
63100,-277469.2138671875,308.628089358982,269
63200,-277725.2109375,313.2462055452418,269
63300,-277013.1025390625,309.95880855043,269
63400,-277065.5078125,309.5902026197675,269
63500,-277656.2822265625,312.46313786577997,269
63600,-277425.7353515625,310.83432545202606,269
63700,-277358.458984375,311.8027240318159,269
63800,-277284.2451171875,307.6955889591825,269
63900,-277517.6630859375,309.727108017353,269
64000,-277171.0576171875,309.31013737412417,269
64100,-277560.365234375,311.4079031231692,269
64200,-277697.7880859375,314.1039131257379,269
64300,-277425.8232421875,311.1655980770607,269
64400,-276940.9365234375,305.5697975815201,269
64500,-277375.37890625,306.9347443921142,269
64600,-277507.8662109375,306.51825925108216,269
64700,-277716.904296875,307.74578071302136,269
64800,-277575.875,306.87186843064586,269
64900,-277441.341796875,308.28413860848326,269
65000,-277550.201171875,308.06126042187583,269
65100,-277910.021484375,309.71777770425257,269
65200,-278087.234375,310.55331662760267,269
