#"Step","Potential Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
118200,-278398.837890625,309.6416602986792,267
118300,-277693.763671875,308.25217082905846,267
118400,-277719.3388671875,309.16456522604454,267
118500,-277494.767578125,307.24647790733667,267
118600,-278097.8896484375,311.05637500591604,267
118700,-278107.5458984375,310.6081245262469,267
118800,-277961.486328125,310.6811253466994,267
118900,-278037.138671875,310.68960608387283,267
119000,-278047.8837890625,306.43886798178414,267
119100,-278259.5849609375,310.72098741317427,267
119200,-278362.693359375,308.69397198747004,267
119300,-278274.9521484375,308.4002955738712,267
119400,-278941.455078125,308.3493846227103,267
119500,-278303.7021484375,306.380800763377,267
119600,-279118.845703125,311.5110399831125,267
119700,-278397.076171875,307.0284080137265,267
119800,-278767.6953125,311.24496552608423,267
119900,-278579.576171875,309.5374824009576,267
120000,-278666.1884765625,308.51291731682176,267
120100,-278184.73828125,309.90332557300746,267
120200,-278130.9423828125,311.00429581740127,267
120300,-277500.400390625,306.57632914206005,267
120400,-277944.40234375,310.28363015507875,267
120500,-277877.951171875,310.650968000802,267
120600,-277355.25,308.43641659293564,267
120700,-277398.203125,308.065915479533,267
120800,-278295.2255859375,311.0810645954517,267
120900,-277640.7412109375,310.5597228024151,267
121000,-278029.14453125,312.28271023010717,267
121100,-277693.255859375,310.74152381380367,267
121200,-277170.7421875,309.0671785349342,267
121300,-277239.2919921875,309.56980754825423,267
121400,-277971.8271484375,314.07831212035853,267
121500,-277707.841796875,311.2728255221684,267
121600,-277650.337890625,310.14288073886854,267
121700,-277658.470703125,309.7279315205997,267
121800,-277467.3291015625,309.1847382280906,267
121900,-277377.6650390625,311.6150800391921,267
122000,-277742.48828125,310.93694265894044,267
122100,-277691.5673828125,309.7173611762275,267
122200,-277344.5234375,308.06870541262373,267
122300,-278043.5185546875,310.77195631320797,267
122400,-277904.572265625,310.50909258257053,267
122500,-277854.1845703125,309.5939359128674,267
122600,-278105.7998046875,312.0462500462749,267
122700,-277735.2646484375,311.824068134993,267
122800,-277863.990234375,309.9802864054744,267
122900,-277781.7744140625,310.8794362442739,267
123000,-277779.5400390625,310.47441248888015,267
123100,-277657.8447265625,309.12381918919186,267
123200,-277617.3994140625,307.2307847090968,267
123300,-277213.2431640625,307.45992444592457,267
123400,-277263.23828125,307.26151928543794,267
123500,-278128.99609375,309.63101356699786,267
123600,-278052.5791015625,307.46902759527393,267
123700,-278097.154296875,307.9693830654768,267
123800,-278154.8173828125,309.6332609101239,267
123900,-277702.0830078125,309.7804270181188,267
124000,-277940.2109375,312.29524106904086,267
124100,-278145.79296875,312.8055518568791,267
124200,-277183.181640625,306.1409484809517,267
124300,-277635.7138671875,308.2188223794019,267
124400,-278047.6337890625,310.4987739596865,267
124500,-278376.205078125,309.6342379322672,267
124600,-278562.9990234375,310.9262413915611,267
124700,-278429.5146484375,310.5162735024306,267
124800,-278094.5478515625,306.6311031594267,267
124900,-278782.390625,310.72055423154734,267
125000,-278085.330078125,307.41607774725503,267
125100,-278142.5966796875,311.8939771157185,267
125200,-277672.5625,308.6916899677869,267
125300,-278101.7197265625,311.15712691437375,267
125400,-277982.55859375,310.3196391048384,267
125500,-278120.3798828125,311.7768879190152,267
125600,-278371.9091796875,308.68440096851725,267
125700,-278123.017578125,311.514135106065,267
125800,-278316.5166015625,310.950065237682,267
125900,-277268.5380859375,306.74110359759675,267
126000,-278324.638671875,307.82992895943937,267
126100,-278441.357421875,306.8238906157648,267
126200,-278524.9453125,307.75387292131785,267
126300,-277840.017578125,307.137377704132,267
126400,-278274.1689453125,310.186293707969,267
126500,-277995.9736328125,307.5066293112363,267
126600,-277734.76171875,306.40805795180165,267
126700,-277769.1748046875,307.7076896385711,267
126800,-278236.5185546875,309.32430051832324,267
126900,-278239.6181640625,308.6725035518367,267
127000,-278140.732421875,307.2336428031407,267
127100,-277973.650390625,304.4281626828092,267
127200,-278320.03515625,309.76542860450763,267
127300,-278125.4765625,309.5435337767881,267
127400,-278273.373046875,308.3872889781902,267
127500,-278109.0810546875,308.7659528377377,267
127600,-278576.2314453125,313.7347441858116,267
127700,-278424.6318359375,307.4585968451486,267
127800,-278283.955078125,308.4861915829563,267
127900,-277951.1259765625,308.84570781163944,267
128000,-278076.1806640625,310.47138469547764,267
128100,-278149.0849609375,309.1747266281097,267
128200,-277898.603515625,309.38647544308617,267
128300,-278171.3564453125,309.2043221182938,267
128400,-278289.64453125,308.1867144129504,267
128500,-278950.6494140625,310.0515572808029,267
128600,-278284.68359375,307.9708815870477,267
128700,-278355.1220703125,308.99100041983314,267
128800,-277960.685546875,308.3095264548005,267
128900,-277419.3095703125,307.2286079043825,267
129000,-277292.5888671875,307.20185906606,267
129100,-277877.3935546875,308.1418859013321,267
129200,-277932.73046875,309.99009976356837,267
129300,-277789.55859375,308.0767620587068,267
129400,-278055.048828125,311.4074518343765,267
129500,-277409.0810546875,307.7389180056547,267
129600,-277556.6875,309.7961284477006,267
129700,-277719.783203125,312.61151437180985,267
129800,-277464.583984375,309.4689859255706,267
129900,-278043.677734375,312.6147151430121,267
130000,-277445.5498046875,310.6077724528964,267
130100,-277530.53515625,311.7218059957647,267
130200,-277465.9970703125,310.02258726804223,267
130300,-277550.4609375,309.55432983061013,267
130400,-277541.1796875,308.1222719539386,267
130500,-278100.0498046875,312.4177984335344,267
130600,-277508.4912109375,307.1536596572527,267
130700,-278091.080078125,309.11608966908506,267
130800,-278300.0986328125,311.82497520484515,267
130900,-277846.6220703125,309.82548221139035,267
131000,-277975.1162109375,310.48339524219784,267
131100,-277648.2890625,309.60268494283764,267
131200,-277952.9169921875,310.60647161054214,267
131300,-277466.88671875,308.2624830618352,267
131400,-277567.4169921875,309.0422184601353,267
131500,-277384.482421875,307.52552402220874,267
131600,-277543.8408203125,310.8353907643407,267
131700,-277340.830078125,306.74437531292114,267
131800,-276887.7392578125,307.01963304688087,267
131900,-277053.33984375,312.894850530541,267
132000,-277063.5302734375,312.91358876669904,267
132100,-276598.244140625,312.4859239927701,267
132200,-276889.3994140625,312.5751989774319,267
132300,-277014.3291015625,310.1862686418162,267
132400,-277221.2587890625,312.43650514951804,267
132500,-277142.9970703125,312.23662630005464,267
132600,-276923.6044921875,311.3695971335034,267
132700,-276924.701171875,310.0863514567878,267
132800,-277148.80859375,309.51708374495166,267
132900,-277491.82421875,310.2921101390168,267
133000,-277698.9560546875,312.3883176469614,267
133100,-277366.427734375,308.70464981014754,267
133200,-277293.4599609375,310.3902756720414,267
133300,-277218.0556640625,310.0020430028153,267
133400,-277057.033203125,311.0527331591949,267
133500,-277428.271484375,314.00914869527816,267
133600,-277207.1962890625,311.0640428263399,267
133700,-277805.64453125,312.9970461977208,267
133800,-277555.5517578125,311.52910823381296,267
133900,-277531.791015625,311.02486534171516,267
134000,-277200.19140625,308.292045955934,267
134100,-277787.18359375,308.6188022072266,267
134200,-278041.953125,308.9957011547472,267
134300,-278080.71484375,310.751717322799,267
134400,-277646.1748046875,308.28425072888,267
134500,-277964.8623046875,311.48276630283266,267
134600,-277937.064453125,312.536343727846,267
134700,-277543.724609375,304.83937615394535,267
134800,-277363.0859375,308.8948948628065,267
134900,-277442.96484375,310.9578093766301,267
135000,-277108.8525390625,308.04709985656706,267
135100,-277483.0947265625,314.5856174553804,267
135200,-277554.986328125,315.59204077573236,267
135300,-277483.0048828125,312.2195483592542,267
135400,-277207.5234375,311.73954887098864,267
135500,-277087.291015625,311.8498273408307,267
135600,-277492.9609375,316.03149541866935,267
135700,-276622.1484375,315.0899355927789,267
135800,-276820.740234375,313.3574000727683,267
135900,-277312.779296875,314.709443652366,267
136000,-276757.607421875,313.2220657965407,267
136100,-276523.5888671875,312.1192654614653,267
136200,-276631.2158203125,312.1631687231531,267
136300,-276206.7783203125,310.5595153839864,267
136400,-276667.7841796875,313.1761262043976,267
136500,-276675.625,312.0107388385151,267
136600,-277357.8857421875,313.2219050537107,267
136700,-277719.4970703125,315.3034160077421,267
136800,-277225.001953125,310.7375487022283,267
136900,-277332.0947265625,309.4436562634102,267
137000,-277392.396484375,307.8729836143085,267
137100,-278084.318359375,309.67080520509387,267
137200,-278754.44921875,312.181736618376,267
137300,-278274.8681640625,306.1438862996806,267
137400,-277965.2177734375,304.1646461649206,267
137500,-278007.6376953125,304.9633223872478,267
137600,-278370.943359375,306.51128974190937,267
137700,-278784.4970703125,306.7063702345584,267
137800,-278988.1005859375,304.83543587386134,267
137900,-278707.8994140625,305.2340295564041,267
138000,-278352.7978515625,302.73205473691974,267
138100,-278565.1875,307.2566891228594,267
138200,-278495.9267578125,307.96344740053274,267
138300,-278541.748046875,307.7932834084104,267
138400,-277861.384765625,303.31107168568786,267
138500,-278619.8505859375,310.27509972580543,267
138600,-278196.7861328125,308.95367125041776,267
138700,-277972.578125,308.4307314031084,267
138800,-278037.6484375,308.33082125457895,267
138900,-278150.3896484375,310.1586194809023,267
139000,-277887.5673828125,308.31803754460583,267
139100,-277520.4794921875,310.3649130173945,267
139200,-277398.7275390625,310.366514291566,267
139300,-278011.072265625,313.60796715859,267
139400,-277656.2412109375,309.2994703775081,267
139500,-277449.52734375,310.24735880454267,267
139600,-277422.1572265625,309.1039537248581,267
139700,-276848.25,309.3596827808432,267
139800,-277050.1484375,311.37868481502176,267
139900,-277609.5068359375,315.73529548199014,267
140000,-277658.7998046875,312.6068107880715,267
140100,-277549.5068359375,312.28445949692485,267
140200,-277283.52734375,310.8052616036555,267
140300,-277317.7353515625,314.47274053028235,267
140400,-276173.42578125,307.6584441621895,267
140500,-276692.4326171875,311.6330432806327,267
140600,-276635.9423828125,310.5998483372603,267
140700,-276515.267578125,310.09622548036714,267
140800,-276340.1142578125,311.8482076220812,267
140900,-276402.169921875,311.0264627433479,267
141000,-276564.775390625,311.59808622995706,267
141100,-277209.1376953125,313.9331358151188,267
141200,-276910.3095703125,312.75964140179605,267
141300,-276872.99609375,314.35006274754915,267
141400,-277141.5986328125,314.42675185117395,267
141500,-276925.849609375,312.80530692511485,267
141600,-277596.2470703125,315.16466393129826,267
141700,-277069.212890625,314.8335355387586,267
141800,-277160.7578125,312.71557361196403,267
141900,-276702.111328125,309.7652653096046,267
142000,-277421.287109375,313.63151646293034,267
142100,-277148.50390625,309.66767398950117,267
142200,-276693.25,308.661790994738,267
142300,-276649.2548828125,305.90489116044387,267
142400,-277220.6103515625,312.90236947726606,267
142500,-277169.7158203125,312.48084085463506,267
142600,-276915.693359375,311.1761536703804,267
142700,-276742.4580078125,311.9727947462524,267
142800,-277101.205078125,314.7042509387544,267
142900,-277033.2568359375,314.69952673255324,267
143000,-277293.0927734375,314.58475599008216,267
143100,-277241.52734375,312.81265994048874,267
143200,-277263.44921875,314.6388617682692,267
143300,-277014.185546875,310.3722313502538,267
143400,-277070.3056640625,312.57413868007353,267
143500,-276872.0537109375,309.9151530731321,267
143600,-277441.0830078125,313.94931572262186,267
143700,-277738.294921875,311.5276722738953,267
143800,-277435.4189453125,309.631442552359,267
143900,-277322.0458984375,311.9059450221589,267
144000,-277486.5546875,308.65893433296,267
144100,-277978.9453125,310.7251051547321,267
144200,-277956.630859375,307.9995620523061,267
144300,-278098.6572265625,307.4861381220122,267
144400,-278254.7802734375,308.6290796555636,267
144500,-277981.3291015625,308.24924426353545,267
144600,-278196.1318359375,308.04957558282007,267
144700,-278315.0712890625,307.1941398988293,267
144800,-277807.3173828125,307.83028812348323,267
144900,-277991.666015625,312.64024938002024,267
145000,-278075.3583984375,310.39909431580185,267
145100,-277657.1689453125,306.72733885870383,267
145200,-278013.5634765625,307.7389838974298,267
145300,-278019.884765625,308.6540687612521,267
145400,-277383.8720703125,306.5563961589696,267
145500,-277330.7890625,305.76370176943607,267
145600,-277474.19140625,305.7108808802295,267
145700,-277507.421875,309.339648129213,267
145800,-277471.5634765625,309.5953840575612,267
145900,-277409.87890625,306.770873020461,267
146000,-277974.98828125,311.73008944398816,267
146100,-277989.7353515625,313.959915643731,267
146200,-277391.0234375,309.44955287458043,267
146300,-277330.1640625,308.5018859825546,267
146400,-277013.6904296875,307.6045802856597,267
146500,-276859.06640625,310.81281348900956,267
146600,-277272.595703125,311.3794085713696,267
146700,-276855.4140625,309.13148085186884,267
146800,-277391.6455078125,314.8217082362114,267
146900,-276730.392578125,310.8676931779178,267
147000,-277475.4755859375,312.19737523590356,267
147100,-277298.326171875,314.9979468811382,267
147200,-277132.001953125,311.8699375950691,267
147300,-277800.7265625,315.81680316127284,267
147400,-277340.8056640625,313.53467451646026,267
147500,-276687.5009765625,307.6728123061531,267
147600,-276936.48828125,309.8159396094604,267
147700,-277174.5986328125,308.83979844957616,267
147800,-277554.1904296875,312.57887555469154,267
147900,-277196.2509765625,310.3232739897519,267
148000,-277836.5517578125,312.78690961541014,267
148100,-277025.5185546875,310.787168471687,267
148200,-276800.8095703125,309.8849856621718,267
148300,-277023.5634765625,311.00155020177976,267
148400,-277552.84375,310.91432000395776,267
148500,-277696.6904296875,310.6052582423894,267
148600,-277188.8896484375,311.0244955987743,267
148700,-277663.1328125,312.19246799180894,267
148800,-277224.828125,310.9485833014627,267
148900,-277710.484375,315.0295281347602,267
149000,-277407.748046875,309.7422793944259,267
149100,-278043.3466796875,311.28960489047313,267
149200,-277786.4140625,309.19185492550406,267
149300,-277004.28125,305.2782401904027,267
149400,-277765.4296875,313.27327922241716,267
149500,-276627.955078125,307.1175048396632,267
149600,-277176.060546875,309.4695033346555,267
149700,-277197.3203125,307.73942750629607,267
149800,-277798.11328125,311.1808125078617,267
149900,-277517.888671875,310.1590348886421,267
150000,-277096.0673828125,308.4799892803162,267
150100,-277447.8388671875,310.816451935319,267
150200,-277966.7705078125,309.48012686809415,267
150300,-277838.3115234375,310.975944376826,267
150400,-278022.759765625,309.52671449942386,267
150500,-278178.89453125,309.2560579420968,267
150600,-277862.724609375,309.9089062132309,267
150700,-278084.56640625,309.0247705647078,267
150800,-278500.2607421875,310.49483678077615,267
150900,-278271.578125,310.1426049684315,267
151000,-278654.578125,312.5647717011862,267
151100,-277881.1767578125,306.2084790669139,267
151200,-278190.4873046875,307.45185449862447,267
151300,-278454.6552734375,310.20243596355857,267
151400,-277789.0068359375,305.4910497603348,267
151500,-277900.1328125,305.6189816374522,267
151600,-277665.2158203125,305.32740653899185,267
151700,-278271.3271484375,309.8176437288302,267
151800,-279009.888671875,311.7659386012854,267
151900,-278391.064453125,307.51878947850014,267
152000,-278404.708984375,309.8161745881957,267
152100,-277987.78515625,309.4603879031388,267
152200,-277847.3916015625,309.11560898486096,267
152300,-277724.6015625,310.4163968101563,267
152400,-278160.716796875,311.4093257429419,267
152500,-277712.44921875,307.4447032617414,267
152600,-277489.4013671875,308.2740839403496,267
152700,-278046.4462890625,311.5667181337637,267
152800,-278128.8408203125,314.82513630366043,267
152900,-278064.966796875,312.29819624791287,267
153000,-277399.564453125,310.15356128059983,267
153100,-278009.740234375,310.00363557398987,267
153200,-278209.3720703125,311.9934795256636,267
153300,-277776.185546875,309.87397776149334,267
153400,-277695.123046875,308.93473902656035,267
153500,-277684.7451171875,306.7634278405368,267
153600,-277948.080078125,312.12943643084947,267
153700,-277505.0986328125,307.3420053889043,267
153800,-278025.587890625,311.8473722344441,267
153900,-278032.82421875,310.8269862402432,267
154000,-278321.345703125,310.0050697522475,267
154100,-278173.44921875,308.2189220888937,267
154200,-278410.568359375,309.8154774645365,267
154300,-278292.205078125,311.4355233820451,267
154400,-277773.0859375,309.8953351735061,267
154500,-277756.0068359375,309.7707954578074,267
154600,-277292.87109375,308.876872186781,267
154700,-277439.068359375,309.8430614561208,267
154800,-276809.0126953125,309.31511776652155,267
154900,-277591.6171875,309.44282370723874,267
155000,-277689.2255859375,311.27452265257904,267
155100,-277699.08203125,312.89992005565654,267
155200,-277739.517578125,310.0220498505526,267
155300,-277803.73828125,309.05964231356717,267
155400,-277765.3173828125,310.9233456524376,267
155500,-277307.3408203125,310.79493770285296,267
155600,-277674.740234375,314.17755142957185,267
155700,-277609.193359375,312.1011497216869,267
155800,-277545.7099609375,311.95806289173015,267
155900,-276904.916015625,310.2362760262502,267
156000,-277016.0517578125,308.56596114702666,267
156100,-276892.181640625,310.9784893186743,267
156200,-277837.8271484375,316.420527741567,267
156300,-276658.4873046875,310.72491156143326,267
156400,-276749.32421875,310.69093417599953,267
156500,-277297.4404296875,309.8313066487605,267
156600,-277228.58984375,311.35346831427563,267
156700,-276689.65625,310.67042177112506,267
156800,-277172.21875,313.37723517675033,267
156900,-276866.7392578125,311.0781128987143,267
157000,-276707.5341796875,310.74119099879977,267
157100,-276984.712890625,312.8147575166548,267
157200,-276969.140625,312.9744416917317,267
157300,-276484.41796875,309.01526897222135,267
157400,-275755.765625,306.57687320929074,267
157500,-276662.861328125,313.223944672519,267
157600,-277017.2705078125,312.63586430127145,267
157700,-277022.251953125,310.23949757843485,267
157800,-276981.56640625,312.8036713929612,267
157900,-276909.4892578125,312.3271539817589,267
158000,-277061.4921875,312.0839008273331,267
158100,-276868.01171875,310.3020947732572,267
158200,-277171.435546875,313.4108600628247,267
158300,-276874.869140625,308.58211957036355,267
158400,-277364.77734375,312.5071350498286,267
158500,-276628.005859375,312.46500093570063,267
158600,-277187.33984375,313.9488712831191,267
158700,-277128.330078125,311.99206925176816,267
158800,-276980.369140625,312.6182062726664,267
158900,-277086.306640625,312.5483318182325,267
159000,-277637.4814453125,311.78505344455624,267
159100,-277491.0283203125,310.10378626831033,267
159200,-277881.8603515625,309.91892889558414,267
159300,-277515.2763671875,307.2423704894118,267
159400,-278338.916015625,310.13862609733445,267
159500,-278204.3134765625,309.0338539877646,267
159600,-278058.5146484375,308.75715685653194,267
159700,-277701.44140625,310.36909785941646,267
159800,-277806.3818359375,309.6906071670479,267
159900,-277948.7529296875,310.62367948275374,267
160000,-278352.6904296875,315.2596630558323,267
160100,-277469.5791015625,310.41778435347686,267
160200,-277641.333984375,308.13802937135,267
160300,-277193.5458984375,306.0144505584382,267
160400,-277816.34765625,309.9698454486535,267
160500,-277913.7294921875,312.8230721921555,267
160600,-277370.9189453125,311.0494597786797,267
160700,-277408.84375,308.48952780971086,267
160800,-277729.552734375,312.12819003052743,267
160900,-277141.2900390625,305.78069109930266,267
161000,-278161.2373046875,309.86016349503456,267
161100,-277623.3984375,307.0070848675643,267
161200,-278185.953125,312.29336645880363,267
161300,-278292.564453125,311.290627788041,267
161400,-278477.58203125,312.3104232934181,267
161500,-278156.12890625,309.5313921850043,267
161600,-278526.6142578125,312.78794511045066,267
161700,-277740.5771484375,308.91786985448715,267
161800,-277842.53125,310.62324486865987,267
161900,-278076.427734375,309.8738679534389,267
162000,-277801.7958984375,307.8567837638999,267
162100,-278000.9873046875,309.9780708515962,267
162200,-278013.0,306.86970695862874,267
162300,-277968.1162109375,306.02795224961994,267
162400,-277858.22265625,310.6999067244344,267
162500,-277759.6845703125,310.4837284790131,267
162600,-277877.10546875,310.3129989971494,267
162700,-278781.919921875,315.33880166757746,267
162800,-278121.404296875,311.36745236671504,267
162900,-277958.609375,310.10776583530827,267
163000,-277947.1162109375,310.0721150998541,267
163100,-277950.693359375,309.4291773079942,267
163200,-278009.166015625,310.957850805005,267
163300,-277876.779296875,312.8699381663254,267
163400,-277557.203125,309.01700879424607,267
163500,-277450.26953125,306.31101899178185,267
163600,-278168.375,311.79208554171277,267
163700,-277435.744140625,308.35413513863324,267
163800,-277921.6865234375,312.9062268675473,267
163900,-277300.4306640625,307.6820496488934,267
164000,-277786.376953125,311.6596999149112,267
164100,-277353.0107421875,308.1872591395681,267
164200,-277276.3193359375,310.62531859270473,267
164300,-277345.033203125,309.73861984815454,267
164400,-277808.546875,309.09019231090167,267
164500,-277802.634765625,307.5947959024751,267
164600,-278047.5986328125,307.8381230781788,267
164700,-278391.0205078125,311.6717086632225,267
164800,-278201.716796875,315.27338177797805,267
164900,-277748.072265625,309.04793092523494,267
165000,-277670.1796875,309.4747157009377,267
165100,-277816.5341796875,310.692141074302,267
165200,-277546.0673828125,309.1865824261857,267
165300,-277547.0888671875,309.3170768319083,267
165400,-277740.13671875,309.08815175738926,267
165500,-277662.017578125,309.3494802282417,267
165600,-278143.2080078125,310.8268319222734,267
165700,-277720.2568359375,307.572483304923,267
165800,-278274.341796875,309.26367644855225,267
165900,-277935.666015625,307.7842510250701,267
166000,-277561.103515625,308.78980137847714,267
166100,-277869.1005859375,307.9563161329544,267
166200,-278393.2275390625,311.4464008424487,267
166300,-278129.6064453125,308.0547181356175,267
166400,-278422.478515625,309.52476580225533,267
166500,-278798.1025390625,312.1705326719054,267
166600,-278404.5947265625,308.5525284450809,267
166700,-277931.9658203125,306.8552469438149,267
166800,-278314.3056640625,308.5850709625117,267
166900,-277619.9462890625,305.48038674556466,267
167000,-278061.009765625,307.3665514795107,267
167100,-277764.69140625,309.75473313587594,267
167200,-277965.4912109375,311.7301176223674,267
167300,-277828.6318359375,308.16415940580606,267
167400,-278274.794921875,312.73952691343,267
167500,-278287.5703125,309.0071651062614,267
167600,-278183.92578125,308.97188368792047,267
167700,-278307.2900390625,311.88239790460665,267
167800,-278032.83984375,310.583946451338,267
167900,-277646.048828125,308.3827953795944,267
168000,-277909.1083984375,311.73338447982246,267
168100,-278006.0693359375,309.5895412260918,267
168200,-277657.83203125,306.4552226634188,267
168300,-278036.2236328125,313.3540796267352,267
168400,-277320.82421875,310.22039593628745,267
168500,-277582.734375,308.0349043233198,267
168600,-277482.7958984375,306.96907916608,267
168700,-277668.6865234375,311.1087208560632,267
168800,-277416.083984375,310.38387872211916,267
168900,-277463.0498046875,312.61418495878013,267
169000,-277590.31640625,311.07704830595173,267
169100,-277525.50390625,309.61571578065536,267
169200,-277668.990234375,310.80045374767275,267
169300,-278007.2568359375,313.2292971747707,267
169400,-277082.466796875,306.01463032494945,267
169500,-277534.16796875,307.6059142355341,267
169600,-277618.865234375,308.6473591523422,267
169700,-277884.6806640625,310.49454579283673,267
169800,-277847.9677734375,308.9551523505807,267
169900,-277495.2294921875,309.23243658980704,267
170000,-277570.044921875,306.6274134796648,267
170100,-277879.451171875,308.3901367517466,267
170200,-277729.265625,308.56971363158186,267
170300,-277288.701171875,308.31607039873506,267
170400,-277763.8701171875,308.1852828660955,267
170500,-277949.357421875,308.9593475108022,267
170600,-277934.4921875,310.64315997338235,267
170700,-277454.1669921875,308.48932113131843,267
170800,-277831.2724609375,312.61502286226477,267
170900,-277013.8203125,307.4740762774137,267
171000,-277130.3154296875,307.6183756406332,267
171100,-277516.203125,306.62244146599176,267
171200,-277546.5888671875,308.0775897724583,267
171300,-277590.380859375,310.30509421940866,267
171400,-277731.9482421875,309.9904446760225,267
171500,-277690.154296875,306.45817522687315,267
171600,-277648.5546875,306.77499374569453,267
171700,-277594.9755859375,309.11726618081167,267
171800,-277598.890625,309.923555273403,267
171900,-276922.9755859375,306.96114056036316,267
172000,-277399.5126953125,311.2508374908335,267
172100,-277042.5498046875,309.60736579038564,267
172200,-277146.677734375,310.1583448997722,267
172300,-277100.8671875,310.2701822541298,267
172400,-277485.87109375,309.89762943313843,267
172500,-277574.099609375,311.253986101951,267
172600,-277387.3017578125,310.98992190691894,267
172700,-277286.4873046875,309.42973436595946,267
172800,-277454.7197265625,312.95373554125945,267
172900,-277263.708984375,307.25715689363227,267
173000,-277186.7666015625,309.96735784107676,267
173100,-277150.578125,308.62739279454314,267
173200,-277007.8994140625,311.01612424257456,267
173300,-276762.1826171875,306.8936318098447,267
173400,-278045.2333984375,314.5440753911371,267
173500,-277219.9150390625,310.2799157287026,267
173600,-277585.2578125,309.76021273193334,267
173700,-277595.966796875,312.05230721320646,267
173800,-277151.185546875,312.0736534950515,267
173900,-276778.0712890625,307.1775801782739,267
174000,-277492.9951171875,312.95128684099103,266
174100,-277534.34375,311.57004600124407,266
174200,-277077.1875,308.95476608046613,266
174300,-277150.9755859375,308.6855643641905,266
174400,-277382.068359375,313.4185038678511,266
174500,-276988.9482421875,310.58795060176806,266
174600,-277066.384765625,311.9297375399339,266
174700,-277053.9443359375,312.30008140941976,266
174800,-276921.005859375,310.25947146486,266
174900,-277232.0859375,310.9311991829381,266
175000,-277416.2177734375,310.3338215278322,266
175100,-277143.162109375,308.4751927964663,266
175200,-277017.44921875,305.7540298553593,266
175300,-277380.4306640625,309.51327672181577,266
175400,-277406.123046875,311.2412024523511,266
175500,-277241.2900390625,308.9815971660743,266
175600,-276611.4677734375,305.21961215162037,266
175700,-277330.6865234375,308.3440323184697,266
175800,-277789.0634765625,309.5003175323235,266
175900,-277759.845703125,309.44056252558397,266
176000,-278002.5791015625,309.0261084389514,266
176100,-278045.4541015625,309.2694944800152,266
176200,-278299.818359375,310.35408610525803,266
176300,-278415.3017578125,309.0554107946723,266
176400,-278397.6416015625,310.8707456242315,266
176500,-278177.7216796875,311.70404941892156,266
176600,-277943.5224609375,307.68312693099045,266
176700,-278292.0390625,307.6156739779413,266
176800,-278471.08203125,310.9608875065467,266
176900,-278349.125,310.06257045996955,266
177000,-277879.5791015625,307.6791722354911,266
177100,-278353.166015625,310.21311395804804,266
177200,-278291.150390625,308.9820695663511,266
177300,-277809.599609375,304.3215355461599,266
177400,-277690.7587890625,308.715607737318,266
177500,-278525.2236328125,311.54322708772287,266
177600,-278773.5439453125,309.43250801373443,266
177700,-278388.4560546875,306.25965993983345,266
177800,-278626.7646484375,307.4900424239628,266
177900,-278698.58984375,306.94666543948136,266
178000,-278817.853515625,308.4794343120331,266
178100,-278831.8046875,311.2475019280423,266
178200,-278161.478515625,309.49769824743777,266
178300,-277707.986328125,305.717118995165,266
178400,-278152.8857421875,310.8830684685276,266
178500,-278401.658203125,314.02083583625836,266
178600,-277951.23828125,313.97338493622397,266
178700,-276870.2607421875,308.09852079885206,266
178800,-277135.14453125,310.3087831143317,266
178900,-277763.8408203125,314.94800997587106,266
179000,-277270.6943359375,312.58442671783007,266
179100,-277146.2236328125,310.50648108179536,266
179200,-277087.9892578125,309.3164630654586,266
179300,-277064.068359375,307.35047400958734,266
179400,-277986.8193359375,313.56697347288537,266
179500,-277220.537109375,309.87945185506413,266
179600,-276887.22265625,308.69566049209635,266
179700,-277160.4150390625,311.14300159735944,266
179800,-276920.4833984375,310.1980546127181,266
179900,-277460.5,314.895390576062,266
180000,-277346.6826171875,311.8893487798241,266
180100,-277457.205078125,312.8294008667095,266
180200,-277614.2421875,309.2252266190496,266
180300,-277581.900390625,310.01656457738835,266
180400,-277876.56640625,312.4628180137944,266
180500,-277602.677734375,310.7688480914292,266
180600,-277229.919921875,308.6529133038582,266
180700,-277021.0126953125,308.0860218703199,266
180800,-276926.83984375,310.43180220253566,266
180900,-276932.9404296875,309.7942270848726,266
181000,-276743.6416015625,311.4905162641912,266
181100,-276530.4951171875,311.0532177467466,266
181200,-277115.9658203125,314.213670496632,266
181300,-276638.939453125,308.3277001002166,266
181400,-276752.54296875,311.5409935372142,266
181500,-276616.2412109375,311.018743532646,266
181600,-277198.41015625,311.57867148297515,266
181700,-276392.814453125,308.5110748853948,266
181800,-276788.029296875,314.8797259893261,266
181900,-276578.62890625,313.51907301619735,266
182000,-276287.8447265625,313.82959315064477,266
182100,-276254.8359375,313.17350318723226,266
182200,-276595.1103515625,313.11802577007586,266
182300,-276114.2548828125,311.51110179969567,266
182400,-275882.4775390625,313.00383238016315,266
182500,-276550.8994140625,313.7543487143527,266
182600,-276740.2333984375,313.03821871397247,266
182700,-277123.6884765625,314.2590031796544,266
182800,-276764.580078125,314.59145008245423,266
182900,-276427.0126953125,309.04991383902825,266
183000,-277304.259765625,314.94367769935997,266
183100,-276864.8974609375,314.3118094424929,266
183200,-277051.0244140625,315.15141916021645,266
183300,-276852.646484375,309.8098508953523,266
183400,-276847.771484375,312.0472724159502,266
183500,-276857.31640625,313.3418030282125,266
