#"Step","Potential Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
14200,-1533.2514362335205,327.2925086331077,1.22e+03
14300,-1528.269910812378,333.9271949944296,1.22e+03
14400,-1537.2813205718994,350.10877950423196,1.22e+03
14500,-1559.9000730514526,371.7539421781791,1.22e+03
14600,-1568.1412334442139,338.6386629996009,1.22e+03
14700,-1581.963773727417,318.4955313715702,1.22e+03
14800,-1550.429630279541,305.37252852589876,1.22e+03
14900,-1559.0817279815674,316.92490812189783,1.22e+03
15000,-1549.752513885498,313.8250602323147,1.22e+03
15100,-1571.8253154754639,315.71266100250637,1.22e+03
15200,-1643.8224906921387,317.4274582118485,1.22e+03
15300,-1559.277826309204,297.67388353419636,1.22e+03
15400,-1630.3466320037842,312.8861973965063,1.22e+03
15500,-1602.1596488952637,302.7872135415468,1.22e+03
15600,-1582.813404083252,313.68929074744887,1.22e+03
15700,-1574.0359840393066,310.36990240541013,1.23e+03
15800,-1579.8572273254395,315.8649201159592,1.23e+03
15900,-1563.2368745803833,287.6984301225361,1.23e+03
16000,-1563.050786972046,279.8772738141118,1.23e+03
16100,-1660.54465675354,302.09778249677737,1.23e+03
16200,-1569.8206253051758,307.92082205591487,1.23e+03
16300,-1582.529227256775,315.75220484012453,1.23e+03
16400,-1560.9186878204346,308.3504004042365,1.23e+03
16500,-1682.5225257873535,326.79112619017866,1.22e+03
16600,-1628.02867603302,333.9290223529384,1.22e+03
16700,-1587.4715509414673,331.11002239100975,1.23e+03
16800,-1549.3186740875244,327.5603509375904,1.22e+03
16900,-1506.4387435913086,312.8470221494588,1.23e+03
17000,-1532.9784393310547,321.30878204414813,1.23e+03
17100,-1567.7082977294922,338.1794159813501,1.23e+03
17200,-1514.3295574188232,326.0956571247392,1.23e+03
17300,-1476.1938610076904,346.070697107801,1.23e+03
17400,-1478.203561782837,328.90188182753826,1.23e+03
17500,-1471.6233777999878,338.34225877085254,1.23e+03
17600,-1604.0730485916138,346.56621636943663,1.23e+03
17700,-1624.322422027588,342.01164744988756,1.23e+03
17800,-1553.790994644165,328.41860155910916,1.23e+03
17900,-1491.6242246627808,321.48250793541945,1.23e+03
18000,-1582.6834926605225,328.91348502588255,1.23e+03
18100,-1504.385648727417,309.348668182937,1.23e+03
18200,-1566.3629264831543,338.8883004016389,1.23e+03
18300,-1595.1648063659668,343.3418615612647,1.23e+03
18400,-1578.0180416107178,295.8113767522594,1.23e+03
18500,-1571.7776470184326,283.08300277282467,1.23e+03
18600,-1581.9477920532227,301.382679410865,1.23e+03
18700,-1632.3649272918701,320.9313920176481,1.23e+03
18800,-1602.3067302703857,303.5707276818089,1.23e+03
18900,-1617.656244277954,305.0711692644019,1.23e+03
19000,-1697.6570720672607,329.6976924845171,1.23e+03
19100,-1541.1639308929443,286.2539545047996,1.23e+03
19200,-1649.8413314819336,303.020767464663,1.23e+03
19300,-1632.9565086364746,299.3226071225887,1.23e+03
19400,-1690.9933128356934,318.02693090424606,1.23e+03
19500,-1675.1413078308105,300.80023570046706,1.23e+03
19600,-1630.464822769165,289.5184066513221,1.23e+03
19700,-1583.952537536621,283.2277636508432,1.23e+03
19800,-1672.970905303955,303.9006868262562,1.23e+03
19900,-1657.9903945922852,290.66457826303076,1.23e+03
20000,-1560.5587177276611,272.2885063159624,1.23e+03
20100,-1664.2822799682617,298.6733692502902,1.23e+03
20200,-1603.7584037780762,286.8520471564707,1.23e+03
20300,-1612.4361839294434,293.0132911263706,1.23e+03
20400,-1615.4120302200317,296.83179553587826,1.23e+03
20500,-1594.8440132141113,304.6785068301467,1.23e+03
20600,-1536.9186668395996,293.6795503728647,1.23e+03
20700,-1538.8143215179443,302.91879174318376,1.23e+03
20800,-1535.8476676940918,284.32683854037714,1.23e+03
20900,-1643.3115844726562,330.33194617751593,1.23e+03
21000,-1555.145917892456,310.14779681749405,1.23e+03
21100,-1590.6543617248535,310.2440571567965,1.23e+03
21200,-1617.2937335968018,325.2286060115004,1.23e+03
21300,-1625.1255073547363,313.1173795556261,1.23e+03
21400,-1634.123966217041,317.8189064376891,1.23e+03
21500,-1601.2289714813232,316.28048089921106,1.23e+03
21600,-1605.364761352539,327.49334737493933,1.23e+03
21700,-1632.4073753356934,333.1153114251275,1.23e+03
21800,-1606.4590148925781,308.5557574545438,1.23e+03
21900,-1580.019229888916,314.1587586670828,1.23e+03
22000,-1624.7832832336426,350.16108394076633,1.23e+03
22100,-1503.5465230941772,299.9065859953398,1.23e+03
22200,-1597.329330444336,309.20839324003487,1.23e+03
22300,-1700.8521041870117,354.20729345668894,1.23e+03
22400,-1592.6225757598877,299.89356149689377,1.23e+03
22500,-1609.8490676879883,308.0638462365203,1.23e+03
22600,-1567.7048034667969,292.14451243141957,1.23e+03
22700,-1592.7639808654785,327.90546411179497,1.23e+03
22800,-1558.591121673584,328.02489757912224,1.23e+03
22900,-1541.9784660339355,307.97934587940057,1.23e+03
23000,-1608.2367115020752,309.0364575700114,1.23e+03
23100,-1645.3346672058105,316.2448746741652,1.23e+03
23200,-1686.138256072998,311.2650588702105,1.23e+03
23300,-1672.993143081665,285.48870859448044,1.23e+03
23400,-1676.62406539917,274.9676396653203,1.24e+03
23500,-1655.9851531982422,283.9523960325224,1.24e+03
23600,-1662.8261260986328,312.7604280541404,1.24e+03
23700,-1549.0934715270996,283.44451130152623,1.24e+03
23800,-1579.1238040924072,299.30864456114824,1.24e+03
23900,-1598.5343313217163,275.1126796870754,1.24e+03
24000,-1649.177900314331,327.6244490060912,1.24e+03
24100,-1572.816535949707,331.59181352195134,1.24e+03
24200,-1543.2848920822144,352.47430509223454,1.24e+03
24300,-1565.424578666687,304.59932011533,1.24e+03
24400,-1666.9655647277832,309.6005948721263,1.24e+03
24500,-1619.5296306610107,300.0883896936545,1.24e+03
24600,-1629.9387512207031,310.8527856354062,1.24e+03
24700,-1634.9483470916748,311.98099764776504,1.24e+03
24800,-1556.721983909607,287.0304870664362,1.24e+03
24900,-1552.5992889404297,277.88502147904865,1.24e+03
25000,-1650.8940353393555,312.9119167020984,1.24e+03
25100,-1603.7667236328125,285.2114926556617,1.24e+03
25200,-1592.14346408844,276.9770183755407,1.24e+03
25300,-1727.831563949585,297.08563787155896,1.24e+03
25400,-1700.4476127624512,278.0916543652229,1.24e+03
25500,-1697.5284872055054,265.052158984024,1.24e+03
25600,-1765.2120666503906,263.5731351591456,1.24e+03
25700,-1704.1093616485596,263.74273461598887,1.24e+03
25800,-1726.2438402175903,283.2776955972868,1.24e+03
25900,-1645.6273975372314,277.45700942417466,1.24e+03
26000,-1623.0229930877686,301.15185544482824,1.24e+03
26100,-1568.3476810455322,310.77014726053045,1.24e+03
26200,-1536.2807693481445,304.84906585397425,1.24e+03
26300,-1584.6720905303955,327.85191489303287,1.24e+03
26400,-1627.5937547683716,316.1831814363448,1.24e+03
26500,-1597.8344497680664,292.7834717112035,1.24e+03
26600,-1677.1652736663818,297.404313758425,1.24e+03
26700,-1593.6561164855957,295.1983375042156,1.24e+03
26800,-1643.495717048645,326.446136048443,1.24e+03
26900,-1612.3874549865723,314.50389454245885,1.24e+03
27000,-1684.1053009033203,323.0042676363641,1.24e+03
27100,-1655.979959487915,304.9340511213362,1.24e+03
27200,-1652.8491477966309,294.35013299157356,1.24e+03
27300,-1650.9220180511475,304.1062274306607,1.24e+03
27400,-1601.8295822143555,279.38283676663855,1.24e+03
27500,-1636.7928218841553,289.39241082155445,1.24e+03
27600,-1558.0774574279785,286.06115864519313,1.24e+03
27700,-1649.1420364379883,290.4849198953308,1.24e+03
27800,-1655.5286769866943,296.64181249806893,1.24e+03
27900,-1578.036470413208,280.6610773180467,1.24e+03
28000,-1668.7379245758057,298.72476274988696,1.24e+03
28100,-1610.3765602111816,289.8599902286979,1.24e+03
28200,-1628.1223526000977,303.70514572882047,1.24e+03
28300,-1641.4056015014648,313.37674989984436,1.24e+03
28400,-1532.374189376831,276.69259827047256,1.24e+03
28500,-1636.6179809570312,315.73199057497544,1.24e+03
28600,-1557.8296089172363,297.85232326224116,1.24e+03
28700,-1596.3330726623535,303.0450147435492,1.24e+03
28800,-1670.3008098602295,323.9125332587105,1.24e+03
28900,-1628.4133472442627,299.763857546429,1.24e+03
29000,-1683.5038661956787,313.53488187531826,1.24e+03
29100,-1630.792709350586,318.99149800898033,1.24e+03
29200,-1609.62154006958,303.5402476483687,1.24e+03
29300,-1550.176498413086,310.36101415160937,1.24e+03
29400,-1601.2191925048828,320.1327350997073,1.24e+03
29500,-1589.5101108551025,314.7859368491626,1.24e+03
29600,-1554.9696826934814,305.53382358105097,1.24e+03
29700,-1625.3797206878662,315.40605577403187,1.24e+03
29800,-1612.7074642181396,326.0364605423126,1.24e+03
29900,-1623.9754552841187,330.0628235288674,1.24e+03
30000,-1700.307113647461,346.148291335755,1.24e+03
30100,-1661.8861646652222,322.8136546120496,1.24e+03
30200,-1595.5259084701538,295.05827893741514,1.24e+03
30300,-1595.2413330078125,328.64159768182515,1.24e+03
30400,-1559.0789623260498,317.96732140295336,1.24e+03
30500,-1550.294469833374,320.8147395566358,1.24e+03
30600,-1575.5491409301758,337.86317113446773,1.24e+03
30700,-1605.938081741333,323.4652821691304,1.24e+03
30800,-1537.0231590270996,317.55342294031215,1.24e+03
30900,-1535.1998882293701,321.05202718772637,1.24e+03
31000,-1553.737943649292,319.2083537587399,1.24e+03
31100,-1654.221429824829,351.4495469974792,1.24e+03
31200,-1602.4395084381104,323.36251852173336,1.24e+03
31300,-1620.3571338653564,328.51669367545037,1.24e+03
31400,-1607.193515777588,328.9411855187014,1.24e+03
31500,-1571.5540103912354,290.99117821163566,1.24e+03
31600,-1624.99782371521,318.8611184794053,1.24e+03
31700,-1531.2315273284912,298.7384336819862,1.24e+03
31800,-1579.4149913787842,333.4660512073447,1.24e+03
31900,-1594.2090950012207,333.2764660676236,1.24e+03
32000,-1574.2007913589478,320.43806947249567,1.24e+03
32100,-1617.6400032043457,322.8442974522765,1.24e+03
32200,-1645.4128971099854,310.5205157093508,1.24e+03
32300,-1604.9902086257935,272.46939684027,1.24e+03
32400,-1726.6934051513672,319.31510078727706,1.24e+03
32500,-1629.0805988311768,280.93648607488086,1.24e+03
32600,-1685.4046688079834,311.35105063932406,1.24e+03
32700,-1647.571102142334,300.39918924001887,1.24e+03
32800,-1615.8958358764648,314.0406782566252,1.24e+03
32900,-1537.1617889404297,298.6835249533304,1.24e+03
33000,-1581.1388530731201,315.29964079143735,1.24e+03
33100,-1578.3580169677734,329.7415772777086,1.24e+03
33200,-1654.9886598587036,321.41423330259045,1.24e+03
33300,-1571.5355377197266,293.06801096564544,1.24e+03
33400,-1550.4769172668457,314.354356123418,1.24e+03
33500,-1596.6914405822754,307.20030415273453,1.24e+03
33600,-1573.5515537261963,282.31143561242817,1.24e+03
33700,-1627.7506265640259,338.3182026200056,1.24e+03
33800,-1580.239725112915,325.1879436883702,1.24e+03
33900,-1562.9634094238281,294.22952431122667,1.24e+03
34000,-1651.7053050994873,314.3824076371526,1.24e+03
34100,-1587.5976753234863,286.69058114503684,1.24e+03
34200,-1625.7735347747803,292.8857319059436,1.24e+03
34300,-1647.7512531280518,300.89786633820114,1.24e+03
34400,-1645.4766063690186,297.7302077010731,1.24e+03
34500,-1579.6227054595947,269.1177035173285,1.24e+03
34600,-1658.446415901184,320.07430331701556,1.24e+03
34700,-1574.927972793579,311.52104653491716,1.24e+03
34800,-1543.077380180359,333.4969093476397,1.24e+03
34900,-1573.0476245880127,330.69496566655266,1.24e+03
35000,-1627.9121074676514,350.5336463076643,1.24e+03
35100,-1566.740716934204,318.1817143707304,1.24e+03
35200,-1541.1077404022217,319.24297171859956,1.24e+03
35300,-1520.9744415283203,278.21215188402766,1.24e+03
35400,-1634.0888366699219,289.60441897907293,1.24e+03
35500,-1680.662395477295,300.5060709884421,1.24e+03
35600,-1683.7771377563477,316.46040245623476,1.24e+03
35700,-1685.200114250183,308.674498153233,1.24e+03
35800,-1678.1888456344604,273.1735188271041,1.24e+03
35900,-1655.6570434570312,291.23105372225655,1.24e+03
36000,-1633.216209411621,279.24205138103156,1.24e+03
36100,-1598.3235092163086,253.39880148455907,1.24e+03
36200,-1721.2658195495605,307.85232475363733,1.24e+03
36300,-1608.5764350891113,297.0535822476453,1.24e+03
36400,-1648.4352416992188,295.56785689092806,1.24e+03
36500,-1655.9988346099854,312.1105941887046,1.24e+03
36600,-1657.3612480163574,310.266847787241,1.24e+03
36700,-1646.9449062347412,306.03462845647863,1.24e+03
36800,-1604.3422870635986,275.2345858598064,1.24e+03
36900,-1694.6605472564697,296.8267358764364,1.24e+03
37000,-1629.2355213165283,297.49735756988224,1.24e+03
37100,-1627.2523097991943,277.4585853649847,1.24e+03
37200,-1614.204984664917,290.3503705253469,1.24e+03
37300,-1618.5743980407715,308.7022360597687,1.24e+03
37400,-1608.3563327789307,291.09333555916953,1.24e+03
37500,-1682.7860488891602,304.937430265706,1.24e+03
37600,-1704.6100330352783,324.6571339462581,1.24e+03
37700,-1594.747657775879,289.62690273140134,1.24e+03
37800,-1666.5284414291382,313.2881395026162,1.24e+03
37900,-1652.873384475708,303.5422887796848,1.24e+03
38000,-1638.8672428131104,305.870498748241,1.24e+03
38100,-1664.0800285339355,316.22751075654236,1.24e+03
38200,-1637.4709959030151,299.8593160234106,1.24e+03
38300,-1684.3569927215576,316.7024376501463,1.24e+03
38400,-1599.39426612854,270.1005671847773,1.24e+03
38500,-1704.4629001617432,308.89114803222026,1.24e+03
38600,-1657.381664276123,299.43834142544114,1.24e+03
38700,-1608.392490386963,299.557799797644,1.24e+03
38800,-1649.1907711029053,317.1448178989626,1.24e+03
38900,-1614.6604766845703,297.78178055231746,1.24e+03
39000,-1635.9708232879639,295.3491372936407,1.24e+03
39100,-1668.075777053833,330.6319739290313,1.24e+03
39200,-1601.8963108062744,307.17886094597077,1.24e+03
39300,-1637.8949489593506,344.44293503012887,1.24e+03
39400,-1595.624168395996,335.7936750414402,1.24e+03
39500,-1550.1000623703003,294.0306491158667,1.24e+03
39600,-1548.5498132705688,300.92304582366256,1.24e+03
39700,-1547.669277191162,314.2926767735413,1.24e+03
39800,-1543.9079322814941,317.2624240411465,1.24e+03
39900,-1627.916660308838,338.3146200182929,1.24e+03
40000,-1583.79252243042,318.08824845896856,1.24e+03
40100,-1582.2250328063965,299.767451188906,1.24e+03
40200,-1606.9261379241943,304.64780140003506,1.24e+03
40300,-1570.9205131530762,299.696559149771,1.24e+03
40400,-1627.8788948059082,328.9861250695222,1.24e+03
40500,-1539.3522701263428,301.5207788449573,1.24e+03
40600,-1638.8564071655273,319.23315198590666,1.24e+03
40700,-1632.5271797180176,316.4046388905619,1.24e+03
40800,-1654.9542350769043,313.4597765492784,1.24e+03
40900,-1551.3333053588867,281.03178377996704,1.24e+03
41000,-1644.6475162506104,313.6839501761036,1.24e+03
41100,-1640.5978155136108,305.0596108115196,1.24e+03
41200,-1584.1857738494873,280.5937768511462,1.24e+03
41300,-1619.016230583191,303.9245896623709,1.24e+03
41400,-1679.873896598816,346.06578256156223,1.24e+03
41500,-1683.7296733856201,331.4553073985289,1.24e+03
41600,-1635.3321409225464,320.6408691646545,1.24e+03
41700,-1603.0896034240723,327.5258597550668,1.24e+03
41800,-1545.7928352355957,272.3151988580187,1.24e+03
41900,-1717.2226448059082,290.7248120719608,1.24e+03
42000,-1742.141258239746,288.27288493232464,1.24e+03
42100,-1722.5479183197021,285.75598735286707,1.24e+03
42200,-1660.8321533203125,276.55126227500534,1.24e+03
42300,-1673.0680599212646,273.6576018540522,1.24e+03
42400,-1720.755392074585,285.103224799573,1.24e+03
42500,-1704.1368522644043,294.8754729715749,1.24e+03
42600,-1713.4182624816895,311.130857048362,1.24e+03
42700,-1636.1853313446045,299.51116958311366,1.24e+03
42800,-1645.367343902588,300.43689955288767,1.24e+03
42900,-1647.2376537322998,330.2506949100754,1.24e+03
43000,-1603.2925491333008,301.37554320672444,1.24e+03
43100,-1601.918357849121,296.05646132138827,1.24e+03
43200,-1617.621446609497,301.72102105503916,1.24e+03
43300,-1640.7129096984863,289.6446150567154,1.24e+03
43400,-1638.1420593261719,311.54099816047693,1.24e+03
43500,-1616.994701385498,324.0120893964488,1.25e+03
43600,-1577.5731391906738,310.9513449703922,1.24e+03
43700,-1606.913932800293,325.28383085651143,1.24e+03
43800,-1591.3423767089844,316.1731650528472,1.25e+03
43900,-1552.3699779510498,313.31734274371513,1.24e+03
44000,-1608.1717128753662,332.4468019701912,1.24e+03
44100,-1487.557071685791,293.1975600864307,1.24e+03
44200,-1577.5843257904053,295.3894689626414,1.24e+03
44300,-1605.606912612915,293.00057770769564,1.24e+03
44400,-1692.4898862838745,313.22609268547,1.24e+03
44500,-1736.8665733337402,308.9783510616783,1.24e+03
44600,-1625.9218425750732,288.1466377642997,1.24e+03
44700,-1624.5028400421143,298.314644643204,1.24e+03
44800,-1668.1680145263672,300.88006526414426,1.24e+03
44900,-1612.0250072479248,313.20605780215635,1.24e+03
45000,-1634.8718223571777,313.2141234324235,1.24e+03
45100,-1608.0481300354004,310.54869339865286,1.24e+03
45200,-1571.3974723815918,332.9185112928844,1.24e+03
45300,-1574.8496189117432,324.5569810487731,1.24e+03
45400,-1565.340103149414,319.24934057293666,1.24e+03
45500,-1550.4756984710693,313.40437854507604,1.24e+03
45600,-1536.7075510025024,313.57661947896645,1.24e+03
45700,-1552.1680574417114,332.51091913084116,1.24e+03
45800,-1561.8622283935547,312.22961303076477,1.25e+03
45900,-1697.1782207489014,344.07327954125003,1.24e+03
46000,-1596.4804916381836,297.15561101372913,1.24e+03
46100,-1634.2503128051758,309.7113394549418,1.24e+03
46200,-1612.3421382904053,293.50485502346106,1.24e+03
46300,-1670.5876178741455,323.25309225527343,1.24e+03
46400,-1666.688491821289,329.7012835920194,1.24e+03
46500,-1592.404541015625,317.9429155018557,1.24e+03
46600,-1553.7665042877197,292.5036136784753,1.24e+03
46700,-1631.2824401855469,315.5767863714006,1.24e+03
46800,-1597.7440567016602,298.1473923870795,1.24e+03
46900,-1656.4778938293457,297.64321543994896,1.24e+03
47000,-1629.1327934265137,323.4598558837034,1.24e+03
47100,-1563.6572494506836,301.53227935329005,1.24e+03
47200,-1640.5812091827393,319.95164707616095,1.24e+03
47300,-1625.0979080200195,309.7147569599698,1.24e+03
47400,-1663.8765277862549,294.31811094912405,1.24e+03
47500,-1662.0586166381836,309.3817814958673,1.24e+03
47600,-1628.0235271453857,292.501837358279,1.24e+03
47700,-1717.8367614746094,317.3278448834593,1.24e+03
47800,-1670.6596269607544,304.1559367521429,1.24e+03
47900,-1655.5250988006592,308.5500079765199,1.24e+03
48000,-1533.3252992630005,283.30167976311293,1.24e+03
48100,-1564.8378324508667,302.9198244558275,1.24e+03
48200,-1590.540626525879,327.8703146111862,1.24e+03
48300,-1569.8031940460205,322.3051414452443,1.24e+03
48400,-1574.4599170684814,328.33969659748016,1.24e+03
48500,-1602.8169422149658,328.69126837890377,1.24e+03
48600,-1678.7646045684814,338.56111672961936,1.24e+03
48700,-1661.0614547729492,314.31031603343166,1.24e+03
48800,-1754.9373664855957,335.20897402421394,1.24e+03
48900,-1595.101942062378,285.720146795185,1.24e+03
49000,-1583.6889095306396,292.55938730976936,1.25e+03
49100,-1622.587163925171,317.3948604211054,1.24e+03
49200,-1644.561679840088,313.1681885175339,1.24e+03
49300,-1644.3609142303467,318.608792082453,1.24e+03
49400,-1570.4484386444092,323.3939122916257,1.24e+03
49500,-1617.5525245666504,348.87327827744076,1.24e+03
49600,-1562.308750152588,294.3221623924691,1.24e+03
49700,-1567.0468130111694,304.222636642138,1.24e+03
49800,-1599.8956050872803,329.0351472309284,1.24e+03
49900,-1567.3940544128418,345.57337183753003,1.24e+03
50000,-1520.458251953125,331.1440072768747,1.24e+03
